num_client;actif;date_inscription;A_ete_parraine;Genre;date_naissance;inscrit_NL;age_client;an_mois_inscription;client_sans_commande
ID_476257;1;23/10/2019;OUI;Femme;03/07/1957;1;67;2019_10;0
ID_476305;1;23/10/2019;OUI;Femme;22/06/1952;1;72;2019_10;0
ID_476362;1;24/10/2019;OUI;Femme;13/06/1967;0;57;2019_10;0
ID_476386;1;24/10/2019;OUI;Femme;19/05/1953;1;71;2019_10;0
ID_476423;1;24/10/2019;OUI;Femme;31/12/1967;1;57;2019_10;1
ID_476442;1;24/10/2019;NON;Femme;31/03/1973;1;51;2019_10;0
ID_476669;1;25/10/2019;OUI;Femme;26/04/1981;1;43;2019_10;0
ID_476738;1;25/10/2019;OUI;Femme;17/11/1970;1;54;2019_10;0
ID_476768;1;25/10/2019;OUI;Femme;01/01/1971;1;53;2019_10;0
ID_476851;1;25/10/2019;OUI;Femme;20/07/1954;1;70;2019_10;0
ID_476886;1;25/10/2019;OUI;Femme;08/01/1959;1;65;2019_10;0
ID_476895;1;25/10/2019;OUI;Femme;13/11/1984;1;40;2019_10;0
ID_476976;1;25/10/2019;?;Femme;21/12/1980;1;44;2019_10;0
ID_477123;1;26/10/2019;OUI;Homme;26/02/1981;1;43;2019_10;0
ID_477141;1;26/10/2019;OUI;Femme;18/04/1950;1;74;2019_10;1
ID_477183;1;26/10/2019;OUI;Femme;21/04/1971;1;53;2019_10;0
ID_477206;1;26/10/2019;OUI;Femme;28/02/1974;1;50;2019_10;0
ID_477242;1;26/10/2019;OUI;Homme;28/05/1978;1;46;2019_10;0
ID_477297;1;26/10/2019;OUI;Femme;23/07/1960;1;64;2019_10;0
ID_477319;1;26/10/2019;OUI;Femme;10/03/1963;1;61;2019_10;0
ID_477533;1;27/10/2019;OUI;Femme;13/08/1969;1;55;2019_10;0
ID_477731;1;27/10/2019;OUI;Femme;29/01/1959;1;65;2019_10;1
ID_477858;1;27/10/2019;OUI;Femme;08/07/1945;1;79;2019_10;0
ID_477923;1;28/10/2019;OUI;Femme;12/11/1955;1;69;2019_10;0
ID_478072;1;28/10/2019;OUI;Femme;17/02/1963;1;61;2019_10;0
ID_478151;1;28/10/2019;OUI;Femme;01/01/1971;1;53;2019_10;1
ID_478178;1;28/10/2019;OUI;Femme;01/01/1971;1;53;2019_10;1
ID_478192;1;28/10/2019;OUI;Femme;01/01/1976;0;48;2019_10;1
ID_478261;1;28/10/2019;OUI;Femme;02/12/1935;1;89;2019_10;0
ID_478330;1;28/10/2019;OUI;Femme;10/12/1983;0;41;2019_10;0
ID_478378;1;29/10/2019;OUI;Femme;31/12/2000;1;24;2019_10;0
ID_478401;1;29/10/2019;OUI;Femme;15/02/1982;1;42;2019_10;0
ID_478471;1;29/10/2019;OUI;Femme;01/11/1981;1;43;2019_10;0
ID_478520;1;29/10/2019;OUI;Femme;02/02/2013;1;11;2019_10;0
ID_478570;1;30/10/2019;NON;Femme;14/10/1979;0;45;2019_10;1
ID_478579;1;30/10/2019;OUI;Homme;24/04/1965;1;59;2019_10;1
ID_478730;1;30/10/2019;OUI;Femme;30/12/1978;1;46;2019_10;1
ID_478785;1;31/10/2019;OUI;Femme;19/07/1963;1;61;2019_10;1
ID_478937;1;31/10/2019;OUI;Femme;14/09/1951;1;73;2019_10;0
ID_478997;1;01/11/2019;OUI;Femme;05/09/1960;1;64;2019_11;0
ID_479050;1;01/11/2019;OUI;Homme;18/06/1949;1;75;2019_11;0
ID_479132;1;01/11/2019;OUI;Femme;27/05/1960;1;64;2019_11;0
ID_479169;1;01/11/2019;OUI;Femme;11/07/1968;0;56;2019_11;1
ID_479428;1;01/11/2019;OUI;Femme;01/02/1968;1;56;2019_11;0
ID_479510;1;01/11/2019;OUI;Femme;29/01/1961;1;63;2019_11;0
ID_4797;1;18/04/2013;OUI;Homme;23/11/1962;1;62;2013_04;0
ID_479807;1;01/11/2019;OUI;Femme;08/03/1972;0;52;2019_11;1
ID_479831;1;01/11/2019;OUI;Femme;24/01/1973;1;51;2019_11;1
ID_479844;1;01/11/2019;OUI;Femme;12/10/1954;1;70;2019_11;0
ID_479904;1;01/11/2019;?;Femme;01/01/1971;1;53;2019_11;0
ID_480134;1;01/11/2019;OUI;Femme;04/02/1955;1;69;2019_11;1
ID_480365;1;02/11/2019;OUI;Femme;24/05/1967;1;57;2019_11;0
ID_480486;1;02/11/2019;OUI;Femme;;1;;2019_11;0
ID_480647;1;02/11/2019;OUI;Homme;02/06/1980;1;44;2019_11;0
ID_480658;1;02/11/2019;NON;Femme;04/07/1970;1;54;2019_11;0
ID_480685;1;02/11/2019;OUI;Femme;11/05/1966;0;58;2019_11;0
ID_480858;1;03/11/2019;OUI;Homme;10/03/1956;1;68;2019_11;0
ID_480955;1;03/11/2019;OUI;Femme;21/11/1968;1;56;2019_11;0
ID_480970;1;03/11/2019;OUI;Femme;25/07/1967;1;57;2019_11;1
ID_481015;1;03/11/2019;OUI;Femme;30/08/1950;1;74;2019_11;0
ID_481128;1;04/11/2019;OUI;Femme;05/11/1945;1;79;2019_11;0
ID_481242;1;04/11/2019;OUI;Homme;19/05/1978;1;46;2019_11;0
ID_481321;1;04/11/2019;OUI;Femme;23/02/1974;1;50;2019_11;0
ID_481357;1;04/11/2019;OUI;Femme;23/04/1970;1;54;2019_11;1
ID_481468;0;04/11/2019;OUI;Femme;20/08/1966;0;58;2019_11;0
ID_481469;1;04/11/2019;OUI;Femme;21/01/1955;1;69;2019_11;0
ID_481508;1;04/11/2019;OUI;Femme;30/03/1984;1;40;2019_11;0
ID_481517;1;04/11/2019;OUI;Femme;29/09/1982;1;42;2019_11;0
ID_481521;1;04/11/2019;OUI;Femme;10/10/1961;1;63;2019_11;0
ID_481575;1;05/11/2019;OUI;Femme;19/07/1973;1;51;2019_11;0
ID_481591;1;05/11/2019;OUI;Femme;26/06/1946;0;78;2019_11;1
ID_481672;1;05/11/2019;OUI;Femme;16/10/1969;1;55;2019_11;0
ID_481741;1;05/11/2019;OUI;Homme;06/10/1968;1;56;2019_11;1
ID_481917;1;06/11/2019;OUI;Femme;05/12/1956;1;68;2019_11;0
ID_482201;1;07/11/2019;OUI;Femme;25/03/1953;1;71;2019_11;0
ID_482216;1;07/11/2019;OUI;Femme;29/09/1974;1;50;2019_11;0
ID_482221;1;07/11/2019;OUI;Femme;01/10/1985;1;39;2019_11;1
ID_482223;1;07/11/2019;NON;Femme;22/05/1964;1;60;2019_11;0
ID_482373;1;08/11/2019;OUI;Homme;28/12/1975;0;49;2019_11;1
ID_482469;1;09/11/2019;OUI;Femme;02/05/1970;1;54;2019_11;0
ID_482528;1;10/11/2019;OUI;Femme;20/10/1960;1;64;2019_11;0
ID_482603;1;10/11/2019;OUI;Femme;08/10/1980;1;44;2019_11;1
ID_483098;1;11/11/2019;OUI;Femme;01/05/1976;1;48;2019_11;0
ID_483204;1;11/11/2019;OUI;Homme;05/11/1969;1;55;2019_11;0
ID_483879;1;12/11/2019;OUI;Femme;21/01/1972;1;52;2019_11;0
ID_483903;1;12/11/2019;OUI;Femme;13/11/1973;1;51;2019_11;1
ID_4840;1;18/04/2013;NON;Femme;28/09/1978;1;46;2013_04;0
ID_484296;1;13/11/2019;NON;Femme;20/08/1956;1;68;2019_11;1
ID_484514;1;13/11/2019;OUI;Femme;02/02/1952;1;72;2019_11;0
ID_484538;1;13/11/2019;OUI;Femme;27/02/1959;1;65;2019_11;1
ID_484624;1;13/11/2019;OUI;Femme;05/01/1973;1;51;2019_11;0
ID_484769;1;14/11/2019;OUI;Homme;07/12/1956;1;68;2019_11;0
ID_484853;1;14/11/2019;OUI;Femme;19/06/1962;1;62;2019_11;0
ID_485020;1;14/11/2019;OUI;Femme;01/09/1978;0;46;2019_11;1
ID_485114;1;15/11/2019;OUI;Femme;09/01/1958;1;66;2019_11;0
ID_485202;1;15/11/2019;OUI;Femme;14/05/1972;1;52;2019_11;0
ID_485251;1;15/11/2019;OUI;Homme;05/12/1970;1;54;2019_11;0
ID_485393;1;15/11/2019;OUI;Femme;20/08/1968;1;56;2019_11;0
ID_485613;1;15/11/2019;OUI;Femme;21/11/1961;1;63;2019_11;0
ID_485782;1;16/11/2019;OUI;Homme;05/03/1993;1;31;2019_11;0
ID_485862;1;16/11/2019;OUI;Femme;31/01/1965;1;59;2019_11;0
ID_485986;1;16/11/2019;OUI;Femme;01/01/1971;1;53;2019_11;0
ID_486068;1;17/11/2019;OUI;Femme;18/04/1949;1;75;2019_11;0
ID_486084;1;17/11/2019;OUI;Femme;19/09/1973;1;51;2019_11;0
ID_486098;1;17/11/2019;OUI;Femme;05/09/1985;1;39;2019_11;0
ID_486118;1;17/11/2019;OUI;Femme;24/04/1960;0;64;2019_11;1
ID_486162;1;17/11/2019;OUI;Homme;03/08/1950;0;74;2019_11;1
ID_486194;1;18/11/2019;OUI;Femme;23/05/1974;0;50;2019_11;0
ID_486227;1;18/11/2019;OUI;Femme;27/02/1971;1;53;2019_11;0
ID_486373;1;18/11/2019;OUI;Femme;23/05/1960;1;64;2019_11;0
ID_486429;1;19/11/2019;OUI;Femme;28/04/1962;1;62;2019_11;0
ID_486482;1;19/11/2019;OUI;Femme;04/08/1956;1;68;2019_11;1
ID_486521;1;20/11/2019;OUI;Femme;31/08/1970;1;54;2019_11;1
ID_486539;1;20/11/2019;NON;Femme;03/11/1988;1;36;2019_11;0
ID_486846;1;21/11/2019;OUI;Femme;18/07/1980;1;44;2019_11;0
ID_486954;1;22/11/2019;OUI;Femme;18/07/1969;1;55;2019_11;1
ID_487144;1;22/11/2019;OUI;Femme;22/06/1971;1;53;2019_11;1
ID_487190;1;22/11/2019;OUI;Femme;03/09/1973;0;51;2019_11;1
ID_487762;1;23/11/2019;OUI;Femme;19/12/1970;1;54;2019_11;0
ID_487800;1;23/11/2019;OUI;Femme;12/08/1960;1;64;2019_11;0
ID_487816;1;23/11/2019;OUI;Femme;23/09/1954;0;70;2019_11;1
ID_487850;1;24/11/2019;OUI;Femme;24/12/1947;0;77;2019_11;1
ID_487900;1;24/11/2019;OUI;Femme;22/04/1958;1;66;2019_11;0
ID_487991;1;24/11/2019;OUI;Femme;19/11/1954;1;70;2019_11;0
ID_487992;1;24/11/2019;OUI;Femme;09/12/1987;1;37;2019_11;0
ID_488027;1;24/11/2019;OUI;Homme;18/09/1968;1;56;2019_11;0
ID_488088;1;25/11/2019;OUI;Femme;05/02/1959;0;65;2019_11;0
ID_488129;1;25/11/2019;OUI;Femme;09/03/1950;1;74;2019_11;0
ID_488215;1;25/11/2019;OUI;Femme;19/05/1963;1;61;2019_11;0
ID_488334;1;26/11/2019;OUI;Femme;24/12/1959;1;65;2019_11;0
ID_488390;1;26/11/2019;OUI;Femme;25/07/1974;1;50;2019_11;1
ID_488563;1;27/11/2019;OUI;Femme;20/02/1966;1;58;2019_11;0
ID_488663;1;27/11/2019;OUI;Homme;18/12/1973;1;51;2019_11;0
ID_488733;1;27/11/2019;OUI;Femme;23/12/1966;1;58;2019_11;0
ID_488740;1;27/11/2019;OUI;Femme;25/01/1960;1;64;2019_11;0
ID_488782;1;27/11/2019;OUI;Femme;07/07/1968;1;56;2019_11;0
ID_488859;1;28/11/2019;OUI;Femme;28/02/1971;1;53;2019_11;0
ID_489028;1;28/11/2019;OUI;Femme;12/02/1983;0;41;2019_11;0
ID_489313;1;29/11/2019;OUI;Femme;18/12/1954;1;70;2019_11;1
ID_489343;1;29/11/2019;OUI;Homme;14/04/1959;1;65;2019_11;0
ID_489514;1;29/11/2019;NON;Homme;30/03/1981;0;43;2019_11;1
ID_489664;1;29/11/2019;NON;Femme;18/10/1986;1;38;2019_11;0
ID_489674;1;29/11/2019;OUI;Femme;27/02/1972;1;52;2019_11;0
ID_489725;1;29/11/2019;OUI;Homme;14/02/1981;1;43;2019_11;0
ID_489778;1;29/11/2019;OUI;Femme;07/11/1970;1;54;2019_11;0
ID_490061;1;30/11/2019;OUI;Femme;31/10/1968;1;56;2019_11;1
ID_490094;1;30/11/2019;NON;Femme;27/08/1960;1;64;2019_11;1
ID_490165;1;30/11/2019;OUI;Femme;31/12/1981;1;43;2019_11;0
ID_490177;1;30/11/2019;OUI;Femme;17/08/1956;1;68;2019_11;0
ID_490213;1;30/11/2019;OUI;Femme;23/01/1961;0;63;2019_11;0
ID_490381;1;30/11/2019;NON;Femme;15/11/1978;1;46;2019_11;0
ID_490418;1;30/11/2019;OUI;Femme;29/07/1972;1;52;2019_11;0
ID_490457;1;01/12/2019;OUI;Femme;03/05/1968;1;56;2019_12;0
ID_490538;1;01/12/2019;NON;Femme;08/09/1969;1;55;2019_12;0
ID_490554;1;01/12/2019;OUI;Femme;20/05/1976;0;48;2019_12;1
ID_490555;1;01/12/2019;OUI;Femme;03/01/1971;1;53;2019_12;1
ID_490682;1;02/12/2019;OUI;Femme;08/07/1968;1;56;2019_12;0
ID_490687;1;02/12/2019;OUI;Femme;07/10/1968;1;56;2019_12;1
ID_490838;1;04/12/2019;OUI;Femme;19/08/1943;1;81;2019_12;0
ID_490896;1;04/12/2019;OUI;Femme;15/11/1981;1;43;2019_12;1
ID_490977;1;05/12/2019;OUI;Femme;24/05/1960;0;64;2019_12;1
ID_491000;1;05/12/2019;OUI;Homme;11/04/1985;1;39;2019_12;0
ID_491009;1;05/12/2019;OUI;Femme;13/06/1970;1;54;2019_12;0
ID_491040;1;06/12/2019;OUI;Homme;;0;;2019_12;1
ID_491100;1;07/12/2019;OUI;Homme;31/12/1960;0;64;2019_12;1
ID_491150;1;07/12/2019;OUI;Femme;20/02/1973;1;51;2019_12;0
ID_491172;1;08/12/2019;NON;Femme;15/04/1976;1;48;2019_12;0
ID_491177;1;08/12/2019;OUI;Femme;15/09/1982;0;42;2019_12;1
ID_491220;1;09/12/2019;OUI;Homme;28/07/1981;0;43;2019_12;1
ID_491233;1;09/12/2019;OUI;Femme;26/12/1967;1;57;2019_12;0
ID_491315;1;11/12/2019;NON;Femme;02/07/1990;1;34;2019_12;1
ID_491335;1;11/12/2019;OUI;Femme;21/10/1972;1;52;2019_12;1
ID_491386;1;12/12/2019;OUI;Homme;03/03/1967;1;57;2019_12;0
ID_491478;1;14/12/2019;OUI;Femme;26/08/1952;1;72;2019_12;0
ID_491560;1;16/12/2019;OUI;Femme;01/01/1980;1;44;2019_12;1
ID_491639;1;18/12/2019;OUI;Femme;29/08/1958;1;66;2019_12;0
ID_491678;1;19/12/2019;OUI;Femme;01/04/1985;1;39;2019_12;1
ID_491681;0;19/12/2019;OUI;Femme;10/02/1968;0;56;2019_12;1
ID_491724;1;20/12/2019;OUI;Femme;14/06/1963;1;61;2019_12;0
ID_491761;1;21/12/2019;OUI;Femme;08/04/1977;1;47;2019_12;0
ID_491889;1;27/12/2019;OUI;Femme;26/03/1985;1;39;2019_12;0
ID_491919;1;28/12/2019;OUI;Femme;07/01/1979;0;45;2019_12;1
ID_492136;1;03/01/2020;OUI;Femme;25/12/1958;1;66;2020_01;0
ID_492168;1;04/01/2020;NON;Femme;01/03/1984;0;40;2020_01;1
ID_492226;1;05/01/2020;OUI;Femme;07/12/1973;1;51;2020_01;0
ID_492312;1;07/01/2020;OUI;Homme;16/06/1969;1;55;2020_01;1
ID_492401;1;09/01/2020;OUI;Femme;31/03/1948;0;76;2020_01;0
ID_492436;0;09/01/2020;OUI;Femme;16/09/1953;0;71;2020_01;1
ID_492444;1;09/01/2020;OUI;Femme;07/02/1971;1;53;2020_01;0
ID_492555;1;10/01/2020;OUI;Femme;18/06/1951;1;73;2020_01;0
ID_492589;1;11/01/2020;OUI;Femme;13/02/1969;0;55;2020_01;1
ID_492681;1;13/01/2020;OUI;Femme;16/08/1988;0;36;2020_01;1
ID_492777;1;16/01/2020;?;Femme;08/10/1983;0;41;2020_01;0
ID_492975;0;18/01/2020;OUI;Femme;08/10/1979;0;45;2020_01;1
ID_492978;1;18/01/2020;NON;Femme;30/03/1975;1;49;2020_01;0
ID_493258;1;25/01/2020;OUI;Femme;22/05/1974;0;50;2020_01;0
ID_493266;1;25/01/2020;OUI;Femme;26/03/1957;1;67;2020_01;0
ID_493273;1;25/01/2020;OUI;Femme;27/10/1971;1;53;2020_01;0
ID_4933;1;19/04/2013;NON;Femme;05/08/1948;1;76;2013_04;0
ID_493300;1;26/01/2020;OUI;Femme;18/01/1946;1;78;2020_01;0
ID_493305;1;26/01/2020;OUI;Femme;05/12/1978;1;46;2020_01;0
ID_493315;1;26/01/2020;OUI;Homme;20/11/1972;1;52;2020_01;1
ID_493347;1;27/01/2020;OUI;Femme;25/02/1986;0;38;2020_01;1
ID_493363;1;27/01/2020;NON;Homme;29/05/1963;1;61;2020_01;1
ID_493373;1;28/01/2020;OUI;Femme;19/12/1957;1;67;2020_01;0
ID_493377;1;28/01/2020;OUI;Homme;12/04/1955;0;69;2020_01;1
ID_493474;1;29/01/2020;OUI;Femme;06/06/1965;1;59;2020_01;0
ID_493556;1;31/01/2020;NON;Femme;31/07/1986;1;38;2020_01;0
ID_493633;1;02/02/2020;OUI;Homme;11/03/1984;1;40;2020_02;0
ID_493647;1;02/02/2020;OUI;Homme;22/03/1985;1;39;2020_02;1
ID_493746;1;04/02/2020;OUI;Femme;08/07/1978;1;46;2020_02;0
ID_493757;1;04/02/2020;OUI;Femme;19/01/1978;0;46;2020_02;1
ID_493758;1;04/02/2020;NON;Femme;08/04/1973;1;51;2020_02;0
ID_493796;1;05/02/2020;NON;Homme;31/12/1960;1;64;2020_02;1
ID_493798;1;05/02/2020;OUI;Femme;10/04/1960;0;64;2020_02;1
ID_493824;1;06/02/2020;OUI;Homme;03/01/1954;1;70;2020_02;1
ID_493854;1;06/02/2020;OUI;Femme;07/06/1952;1;72;2020_02;0
ID_493865;0;06/02/2020;NON;Homme;17/05/1969;0;55;2020_02;1
ID_493906;1;07/02/2020;OUI;Femme;26/02/1964;1;60;2020_02;0
ID_493994;1;08/02/2020;NON;Femme;02/10/1967;1;57;2020_02;0
ID_494061;1;08/02/2020;OUI;Femme;01/01/1971;0;53;2020_02;1
ID_494068;1;08/02/2020;OUI;Femme;24/02/1972;1;52;2020_02;0
ID_494119;1;09/02/2020;OUI;Homme;19/05/1985;0;39;2020_02;1
ID_494123;1;09/02/2020;OUI;Femme;16/03/1964;1;60;2020_02;0
ID_494134;1;09/02/2020;NON;Homme;01/01/1971;1;53;2020_02;1
ID_494150;1;10/02/2020;OUI;Femme;09/11/1952;1;72;2020_02;0
ID_494245;1;13/02/2020;OUI;Femme;25/06/1957;1;67;2020_02;0
ID_494305;1;14/02/2020;NON;Homme;17/10/1973;1;51;2020_02;1
ID_494395;1;16/02/2020;OUI;Femme;30/04/1980;1;44;2020_02;0
ID_494396;1;16/02/2020;OUI;Femme;11/05/1980;1;44;2020_02;0
ID_494444;1;17/02/2020;OUI;Femme;22/07/1981;1;43;2020_02;1
ID_494472;1;18/02/2020;NON;Femme;12/09/1972;1;52;2020_02;1
ID_494684;1;23/02/2020;NON;Femme;31/12/2000;0;24;2020_02;0
ID_494776;1;25/02/2020;OUI;Femme;11/01/1963;1;61;2020_02;0
ID_494837;1;26/02/2020;OUI;Homme;22/05/1982;0;42;2020_02;1
ID_494849;1;26/02/2020;OUI;Femme;29/01/1968;1;56;2020_02;0
ID_494913;1;27/02/2020;OUI;Homme;27/10/1981;1;43;2020_02;0
ID_494976;1;28/02/2020;OUI;Femme;09/05/1972;1;52;2020_02;0
ID_495016;1;01/03/2020;NON;Femme;01/01/1971;1;53;2020_03;0
ID_495024;1;01/03/2020;OUI;Homme;;1;;2020_03;0
ID_495031;1;01/03/2020;OUI;Femme;18/05/1943;1;81;2020_03;0
ID_495032;1;01/03/2020;?;Femme;28/05/1956;1;68;2020_03;1
ID_495035;1;01/03/2020;OUI;Femme;17/08/1949;0;75;2020_03;0
ID_495091;1;02/03/2020;OUI;Femme;19/12/1946;1;78;2020_03;0
ID_495124;1;02/03/2020;OUI;Femme;17/08/1984;0;40;2020_03;1
ID_495163;1;03/03/2020;OUI;Femme;23/04/1962;1;62;2020_03;0
ID_495189;1;03/03/2020;NON;Femme;16/07/1982;0;42;2020_03;0
ID_495216;1;04/03/2020;OUI;Homme;28/06/1990;0;34;2020_03;1
ID_495239;1;04/03/2020;OUI;Homme;06/03/1983;0;41;2020_03;0
ID_495325;1;06/03/2020;OUI;Femme;19/09/1980;1;44;2020_03;0
ID_495352;1;07/03/2020;OUI;Homme;24/02/1947;1;77;2020_03;0
ID_495404;1;08/03/2020;OUI;Homme;22/11/1974;1;50;2020_03;0
ID_495412;1;08/03/2020;;Femme;11/07/1959;0;65;2020_03;1
ID_495515;1;11/03/2020;OUI;Femme;26/05/1959;1;65;2020_03;0
ID_495537;1;12/03/2020;OUI;Femme;20/01/1959;1;65;2020_03;0
ID_495567;1;12/03/2020;NON;Femme;20/12/1965;1;59;2020_03;0
ID_495652;1;14/03/2020;NON;Femme;04/07/1962;1;62;2020_03;0
ID_495661;1;14/03/2020;OUI;Femme;21/10/1955;0;69;2020_03;0
ID_495772;1;17/03/2020;NON;Femme;18/08/1954;1;70;2020_03;0
ID_49580;1;25/06/2013;OUI;Femme;06/12/1961;1;63;2013_06;0
ID_495903;1;20/03/2020;OUI;Femme;08/06/1951;1;73;2020_03;0
ID_496111;1;26/03/2020;OUI;Homme;16/01/1976;0;48;2020_03;0
ID_496137;1;26/03/2020;OUI;Femme;10/11/1974;1;50;2020_03;0
ID_49615;1;25/06/2013;OUI;Femme;15/03/1970;1;54;2013_06;0
ID_496173;1;27/03/2020;OUI;Femme;10/12/1984;1;40;2020_03;1
ID_496241;1;28/03/2020;OUI;Homme;15/06/1973;1;51;2020_03;1
ID_496293;1;30/03/2020;OUI;Femme;01/01/2002;1;22;2020_03;0
ID_496351;1;31/03/2020;NON;Homme;21/06/1979;1;45;2020_03;0
ID_496446;1;05/04/2020;OUI;Femme;31/08/1952;0;72;2020_04;0
ID_496541;1;07/04/2020;OUI;Homme;31/12/2000;0;24;2020_04;0
ID_496558;1;08/04/2020;OUI;Femme;01/12/1975;0;49;2020_04;0
ID_496565;1;08/04/2020;OUI;Femme;23/04/1986;1;38;2020_04;1
ID_496578;1;09/04/2020;OUI;Femme;03/06/1985;0;39;2020_04;1
ID_496597;1;09/04/2020;OUI;Femme;12/02/1977;1;47;2020_04;0
ID_496660;1;11/04/2020;OUI;Femme;28/01/1983;0;41;2020_04;0
ID_496667;1;11/04/2020;NON;Femme;03/02/1958;1;66;2020_04;1
ID_496694;1;11/04/2020;OUI;Homme;19/10/1970;0;54;2020_04;1
ID_496705;1;12/04/2020;NON;Femme;25/07/1963;1;61;2020_04;0
ID_496715;1;12/04/2020;OUI;Homme;30/09/1959;0;65;2020_04;0
ID_496797;1;14/04/2020;OUI;Femme;29/09/1984;1;40;2020_04;0
ID_496830;1;15/04/2020;OUI;Femme;28/07/1973;1;51;2020_04;1
ID_496877;1;16/04/2020;OUI;Homme;05/04/1983;0;41;2020_04;1
ID_496889;1;17/04/2020;OUI;Femme;19/06/1976;1;48;2020_04;0
ID_496954;1;18/04/2020;OUI;Femme;10/10/1958;1;66;2020_04;0
ID_496966;1;19/04/2020;OUI;Femme;29/07/1949;1;75;2020_04;0
ID_497033;1;20/04/2020;OUI;Homme;26/04/1967;1;57;2020_04;0
ID_497057;0;20/04/2020;OUI;Femme;06/10/1969;0;55;2020_04;0
ID_497088;1;20/04/2020;OUI;Femme;25/09/1975;0;49;2020_04;1
ID_497129;1;20/04/2020;OUI;Femme;01/01/1971;0;53;2020_04;1
ID_497206;1;22/04/2020;OUI;Homme;25/04/1987;0;37;2020_04;0
ID_497207;1;22/04/2020;OUI;Femme;13/05/1970;1;54;2020_04;0
ID_497223;1;22/04/2020;;Femme;04/03/1976;0;48;2020_04;0
ID_497347;1;25/04/2020;NON;Femme;28/01/1971;1;53;2020_04;0
ID_497381;1;25/04/2020;OUI;Homme;01/01/1971;1;53;2020_04;0
ID_49775;1;25/06/2013;OUI;Femme;01/01/1971;1;53;2013_06;0
ID_497927;1;26/04/2020;OUI;Femme;10/10/1971;0;53;2020_04;0
ID_498193;1;26/04/2020;OUI;Femme;;1;;2020_04;0
ID_498671;1;26/04/2020;OUI;Homme;24/04/1959;1;65;2020_04;0
ID_50052;1;25/06/2013;OUI;Femme;20/01/1946;1;78;2013_06;1
ID_500525;1;28/04/2020;NON;Femme;23/09/1959;1;65;2020_04;0
ID_500759;1;28/04/2020;OUI;Homme;01/01/1971;1;53;2020_04;1
ID_501086;1;28/04/2020;OUI;Homme;09/11/1972;1;52;2020_04;0
ID_501257;1;28/04/2020;OUI;Femme;09/12/1945;1;79;2020_04;0
ID_501460;1;29/04/2020;OUI;Homme;15/06/1973;0;51;2020_04;1
ID_501537;1;29/04/2020;OUI;Femme;26/06/1961;1;63;2020_04;0
ID_501708;1;29/04/2020;OUI;Femme;28/03/1951;1;73;2020_04;0
ID_501732;1;29/04/2020;OUI;Femme;31/03/1960;1;64;2020_04;0
ID_501745;1;29/04/2020;OUI;Femme;12/08/1951;1;73;2020_04;1
ID_501843;1;29/04/2020;OUI;Femme;09/09/1975;0;49;2020_04;1
ID_502162;1;29/04/2020;OUI;Femme;18/06/1949;1;75;2020_04;0
ID_502364;0;30/04/2020;OUI;Femme;01/01/1971;0;53;2020_04;1
ID_502630;1;30/04/2020;OUI;Femme;15/12/1940;1;84;2020_04;0
ID_503253;1;30/04/2020;OUI;Femme;11/09/1950;1;74;2020_04;0
ID_503560;1;30/04/2020;OUI;Homme;13/02/1986;1;38;2020_04;0
ID_503676;1;01/05/2020;OUI;Femme;02/10/1974;0;50;2020_05;0
ID_503797;1;01/05/2020;NON;Homme;19/12/1981;0;43;2020_05;0
ID_504120;1;03/05/2020;OUI;Femme;05/06/1985;1;39;2020_05;1
ID_504258;1;05/05/2020;OUI;Femme;29/04/1953;1;71;2020_05;0
ID_504352;1;06/05/2020;NON;Femme;21/06/1973;1;51;2020_05;0
ID_504601;1;07/05/2020;OUI;Homme;31/12/2000;0;24;2020_05;0
ID_504681;1;08/05/2020;OUI;Homme;17/01/1981;1;43;2020_05;0
ID_504954;1;10/05/2020;OUI;Femme;20/08/1954;1;70;2020_05;0
ID_505013;1;10/05/2020;OUI;Homme;13/03/1946;1;78;2020_05;0
ID_505047;1;10/05/2020;OUI;Homme;22/06/1988;0;36;2020_05;1
ID_505072;1;11/05/2020;OUI;Femme;02/09/1967;1;57;2020_05;1
ID_505117;1;11/05/2020;OUI;Femme;10/03/1962;1;62;2020_05;0
ID_505124;1;11/05/2020;OUI;Femme;12/06/1982;1;42;2020_05;1
ID_505351;1;12/05/2020;NON;Femme;09/05/1986;1;38;2020_05;0
ID_505399;1;12/05/2020;OUI;Femme;06/09/1989;0;35;2020_05;1
ID_505496;1;13/05/2020;NON;Homme;26/01/1994;0;30;2020_05;1
ID_505575;1;14/05/2020;OUI;Femme;28/08/1955;0;69;2020_05;1
ID_505663;1;15/05/2020;OUI;Femme;04/10/1951;1;73;2020_05;0
ID_505775;1;16/05/2020;OUI;Femme;14/11/1975;1;49;2020_05;0
ID_505910;1;17/05/2020;OUI;Femme;01/01/1971;0;53;2020_05;0
ID_506048;1;18/05/2020;OUI;Femme;13/04/1973;1;51;2020_05;0
ID_506214;1;19/05/2020;OUI;Femme;16/01/1969;1;55;2020_05;0
ID_506296;1;19/05/2020;OUI;Homme;06/08/1965;1;59;2020_05;0
ID_506813;1;21/05/2020;OUI;Femme;31/12/1968;1;56;2020_05;0
ID_506836;1;21/05/2020;OUI;Femme;18/05/1974;1;50;2020_05;0
ID_506873;1;22/05/2020;OUI;Femme;01/01/1971;0;53;2020_05;1
ID_506915;1;22/05/2020;OUI;Femme;11/07/1958;1;66;2020_05;0
ID_506951;1;22/05/2020;OUI;Femme;17/06/1976;1;48;2020_05;0
